,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,B,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),YS(Mpa),UTS(Mpa),El(%),Density,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,constraint_1,constraint_2,References
324,0.0,8.0,0.0,17.0,0.0,17.0,17.0,33.0,8.0,0.0,0.0,0.0,0,0.0,973,5.0,365.0,365.0,0.1,7.728374706544050,0.18556021573446000,0.23044240335348400,0.05432950290124940,0.03389531293619330,4.700257468824960,0.0009042765304695850,1.7840000000000000,1.076507896904510,-0.013914919305443600,-12.111596573270300,0.0653425763476293,0.171798,8.33,5.129200000000000,4.1865,77.1929,0.30580237270720800,11.836493,-0.05093310451581430,54.962655238,9.890183710096210,1.359,0.04452035093411340,65.21,6.833571603416450,7.6086E-08,3.65509916749247E-08,127.41,100.57654603298500,1732.5692000000000,351.1724862553720,163.38,31.830931276865000,1.2639E-05,5.08415523084404E-06,3365.0,16825.0,https://link.springer.com/article/10.1007/s11837-013-0756-3
325,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,250.0,730.0,50.0,7.772667086834730,-0.030350449048613400,0.035824944553383100,-0.15176690235893700,0.025322091569598000,18.53935229411790,-0.00430932257230765,1.62,1.0335130802288500,-0.00971310029076794,-15.148119520135400,0.04948128733281950,0.12450000000000000,7.6000000000000000,0.9200000000000000,3.865,83.02800000000000,0.13816153740653500,4.3752,-0.008396518059267960,55.496843,2.000255792924140,1.395,0.018749999999999900,60.6,2.03100960115899,5.007E-07,7.68879470804755E-07,61.74,44.89613708327250,1756.0,238.33799529240000,155.0,29.18154382482190,1.42E-05,6.67879105826796E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S1359645417302628
326,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,1173,0.0833,330.0,870.0,75.0,7.772667086834730,-0.030350449048613400,0.035824944553383100,-0.15176690235893700,0.025322091569598000,18.53935229411790,-0.00430932257230765,1.62,1.0335130802288500,-0.00971310029076794,-15.148119520135400,0.04948128733281950,0.12450000000000000,7.6000000000000000,0.9200000000000000,3.865,83.02800000000000,0.13816153740653500,4.3752,-0.008396518059267960,55.496843,2.000255792924140,1.395,0.018749999999999900,60.6,2.03100960115899,5.007E-07,7.68879470804755E-07,61.74,44.89613708327250,1756.0,238.33799529240000,155.0,29.18154382482190,1.42E-05,6.67879105826796E-06,72.7209,6.05765097,https://www.sciencedirect.com/science/article/pii/S1359645417302628
327,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,1173,0.5,280.0,800.0,65.0,7.772667086834730,-0.030350449048613400,0.035824944553383100,-0.15176690235893700,0.025322091569598000,18.53935229411790,-0.00430932257230765,1.62,1.0335130802288500,-0.00971310029076794,-15.148119520135400,0.04948128733281950,0.12450000000000000,7.6000000000000000,0.9200000000000000,3.865,83.02800000000000,0.13816153740653500,4.3752,-0.008396518059267960,55.496843,2.000255792924140,1.395,0.018749999999999900,60.6,2.03100960115899,5.007E-07,7.68879470804755E-07,61.74,44.89613708327250,1756.0,238.33799529240000,155.0,29.18154382482190,1.42E-05,6.67879105826796E-06,436.5,218.25,https://www.sciencedirect.com/science/article/pii/S1359645417302628
328,0.0,0.0,0.0,33.34,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,1473,60.0,1173,2.0,339.0,810.0,88.4,8.278200984694090,-0.11725455544808900,-0.03458863184815700,-0.11155024783825100,0.01701056748282130,3.5345052085595300,0.00048360018634218800,1.11118887,1.0239861366437300,-0.009133862484849430,-31.56580464532640,0.04800492234122080,0.12223110900000000,8.3331,4.88937768,4.309979,89.392731,0.21612661129699800,9.256435263900000,-0.022712982227563200,56.540443853500000,3.93793307149885,1.36667,0.028868956654755700,62.6661,5.131814147877450,8.63374E-08,3.57274929798403E-08,94.99990000000000,4.582362948848610,1892.0288,250.2282561622120,173.33200000000000,11.5475826619023,1.043278E-05,4.79641797985291E-06,1746.0,3492.0,https://link.springer.com/article/10.1557/jmr.2020.256
329,0.0,0.0,0.0,32.26,0.0,0.0,32.26,32.26,0.0,3.22,0.0,0.0,1473,60.0,1173,2.0,465.0,912.0,70.5,8.363516987866220,-0.13016978840123800,-0.04635645574766690,-0.1182992229069670,0.023555490249436900,3.798426630305600,-0.003212728942809580,1.41466552,1.0669933053141900,-0.010022903603033900,-18.063805924865200,0.04878216523253670,0.12486555600000000,8.2582,5.077724000000000,4.390822,90.24040200000000,0.2168549379901900,9.510811259600000,-0.022511903279647900,57.80954940700000,9.219918344706620,1.3693500000000000,0.03313663308879580,62.452,5.172703193103040,8.53244E-08,3.52655838670886E-08,96.41680000000000,10.372107249430400,1924.3288,323.3595792801160,175.15800000000000,16.46143843289430,1.025194E-05,4.80120661193384E-06,1746.0,3492.0,https://link.springer.com/article/10.1557/jmr.2020.256
330,0.0,0.0,0.0,31.25,0.0,0.0,31.25,31.25,0.0,6.25,0.0,0.0,1473,60.0,1173,2.0,644.0,1071.0,29.5,8.44186242510954,-0.1425112514029880,-0.05645268406892250,-0.12157212613258900,0.02801921930191070,3.923687170022250,-0.006699055452099980,1.6796875,1.0669246770897900,-0.010506740007973,-13.383075403033700,0.04942422385478230,0.12695312500000000,8.1875,5.234375,4.466875,91.04062500000000,0.21713343354165500,9.7173828125,-0.022352979904713500,59.0033421875,11.964127231637600,1.371875,0.03632415786283890,62.25,5.206833117271100,8.4375E-08,3.48759707152838E-08,97.75,13.416407864998700,1954.75,373.7016040758840,176.875,19.64971020425270,1.008125E-05,4.80540783331076E-06,1746.0,3492.0,https://link.springer.com/article/10.1557/jmr.2020.256
331,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,0,0.0,0,0.0,189.0,350.0,52.3,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0925838819347589
332,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,0,0.0,856.0,883.0,11.5,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
333,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,773,1.0,816.0,855.0,16.7,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,473.0,473.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
334,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,873,1.0,818.0,876.0,6.2,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,573.0,573.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
335,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,973,1.0,696.0,816.0,17.0,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,673.0,673.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
336,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,1073,1.0,465.0,749.0,35.2,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
337,0.0,0.0,0.0,19.88,18.39,21.04,19.89,20.8,0.0,0.0,0.0,0.0,1373,60.0,1173,1.0,302.0,663.0,51.5,8.042259999558620,-0.158952343182817,-0.07406024938641160,-0.19746295398473400,0.022175181963885700,5.8316960363339300,-0.003053803599149390,1.4868979300000000,1.0335235017303400,-0.013371750281279100,-27.192796527238600,0.05652150543489550,0.15366366310000000,8.0334,4.138400280000000,4.049271000000000,85.234134,0.1857739527691860,7.0620180998,-0.0163996102595065,56.119758841000000,2.874211892951530,1.379655,0.02746949387079340,61.865600000000000,3.856810969494530,3.380136E-07,5.85593115191911E-07,75.77162,36.828038602115500,1804.8417000000000,235.94430383727000,162.88600000000000,24.237521848600700,1.282037E-05,5.83967560434454E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S0921509320305530
338,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,873,1.0,1145.0,1287.0,10.5,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,573.0,573.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
339,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,973,1.0,1029.0,1186.0,11.2,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,673.0,673.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
340,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,1073,1.0,943.0,1110.0,12.0,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
341,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,1173,1.0,814.0,937.0,15.1,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
342,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,1273,1.0,493.0,693.0,36.1,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,973.0,973.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
343,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,0,0.0,1150.0,1300.0,4.5,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S1044580319309581
344,0.0,11.111,0.0,22.222,0.0,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0,0.0,0,0.0,402.0,610.0,33.7,7.334513944137510,0.126674332587273,0.17765213238930800,0.03725648472939290,0.038670419444246200,2.5570160269160000,-0.007156646826717710,2.2222222222222200,1.0763848385107700,-0.013145213438928500,-8.790425076776940,0.06382250187740930,0.1659259259259260,7.666666666666670,9.086419753086420,4.201111111111110,80.66333333333330,0.30983941809697100,12.430370370370400,-0.05359037774732910,53.10188095555560,10.80563530984280,1.3611111111111100,0.05153882032022070,64.22222222222220,7.401435671543730,8.27777777777778E-08,3.53487093116566E-08,107.22222222222200,51.40312490500940,1767.496666666670,382.94533648746800,161.77777777777800,35.233152002056200,1.21444444444444E-05,5.68520558115536E-06,0.0,0.0,https://www.mdpi.com/1099-4300/20/12/917
345,0.0,11.111,0.0,22.222,0.0,22.222,22.222,22.222,0.0,0.0,0.0,0.0,0,20.0,0,0.0,755.0,836.0,6.2,7.334513944137510,0.126674332587273,0.17765213238930800,0.03725648472939290,0.038670419444246200,2.5570160269160000,-0.007156646826717710,2.2222222222222200,1.0763848385107700,-0.013145213438928500,-8.790425076776940,0.06382250187740930,0.1659259259259260,7.666666666666670,9.086419753086420,4.201111111111110,80.66333333333330,0.30983941809697100,12.430370370370400,-0.05359037774732910,53.10188095555560,10.80563530984280,1.3611111111111100,0.05153882032022070,64.22222222222220,7.401435671543730,8.27777777777778E-08,3.53487093116566E-08,107.22222222222200,51.40312490500940,1767.496666666670,382.94533648746800,161.77777777777800,35.233152002056200,1.21444444444444E-05,5.68520558115536E-06,0.0,0.0,https://www.mdpi.com/1099-4300/20/12/917
346,0.0,5.0,0.0,12.0,28.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,280.0,556.0,48.2,7.509334338625070,0.014825431018412400,0.08015539909880550,-0.08871460250258050,0.03211518837793820,3.513728023932170,-0.0028230925030466400,2.0872000000000000,1.0762884641255300,-0.012055083447825000,-11.68824411291610,0.06363207353187740,0.16859500000000000,7.63,5.8772,3.8651,80.3011,0.2204125111785090,7.5379830000000000,-0.027217748594379600,54.25569153000000,7.590267697078200,1.3825,0.04215224999932250,62.39,5.863568331302670,4.6919E-07,7.03168210364226E-07,71.414,59.58228126185230,1713.0435,308.1977696249030,152.1,33.90886862751320,1.4629E-05,6.57125804001866E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509319306793
347,0.0,10.0,0.0,12.0,23.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,320.0,625.0,42.45,7.1841179474285100,0.1081507690998040,0.15929691543557500,-0.014628431521731900,0.037965650338411900,2.587883574797410,-0.006222626621350380,2.4697,1.0761921574456300,-0.01257110831545160,-8.721513978549090,0.06755326126150290,0.17922000000000000,7.43,8.179200000000000,3.8886000000000000,77.8046,0.27281807733880100,9.630608000000000,-0.04147305989203900,52.85786621000000,10.127867244010800,1.375,0.052870757719521600,63.39,7.230003768025410,3.9854E-07,6.53486237469837E-07,82.774,69.21096745683810,1683.767,359.31160943800200,149.9,37.806712897592900,1.4699E-05,6.60179224746706E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509319306793
348,0.0,5.0,0.0,12.0,28.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0,90.0,0,0.0,1253.0,1392.0,8.2,7.509334338625070,0.014825431018412400,0.08015539909880550,-0.08871460250258050,0.03211518837793820,3.513728023932170,-0.0028230925030466400,2.0872000000000000,1.0762884641255300,-0.012055083447825000,-11.68824411291610,0.06363207353187740,0.16859500000000000,7.63,5.8772,3.8651,80.3011,0.2204125111785090,7.5379830000000000,-0.027217748594379600,54.25569153000000,7.590267697078200,1.3825,0.04215224999932250,62.39,5.863568331302670,4.6919E-07,7.03168210364226E-07,71.414,59.58228126185230,1713.0435,308.1977696249030,152.1,33.90886862751320,1.4629E-05,6.57125804001866E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509319306793
349,0.0,10.0,0.0,12.0,23.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0,90.0,0,0.0,1400.0,1500.0,7.85,7.1841179474285100,0.1081507690998040,0.15929691543557500,-0.014628431521731900,0.037965650338411900,2.587883574797410,-0.006222626621350380,2.4697,1.0761921574456300,-0.01257110831545160,-8.721513978549090,0.06755326126150290,0.17922000000000000,7.43,8.179200000000000,3.8886000000000000,77.8046,0.27281807733880100,9.630608000000000,-0.04147305989203900,52.85786621000000,10.127867244010800,1.375,0.052870757719521600,63.39,7.230003768025410,3.9854E-07,6.53486237469837E-07,82.774,69.21096745683810,1683.767,359.31160943800200,149.9,37.806712897592900,1.4699E-05,6.60179224746706E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509319306793
350,0.0,0.0,0.0,18.0,20.0,35.0,21.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,256.0,516.7,51.0,7.914630720669600,-0.09823840374207450,-0.02306945307296900,-0.16940139793430900,0.023279372437445300,8.770603754202030,-0.0028688750710324500,1.5088,1.033535684641680,-0.012425520036036000,-22.928309583263200,0.05137098711062890,0.1371150000000000,7.77,2.5572,4.0083,85.3932,0.17398950083407800,6.5350460000000000,-0.014268855150043100,55.79023195,2.6496911204240200,1.3865,0.025506488091794700,61.07,3.0671345743157900,3.6278E-07,6.19399578516474E-07,72.94,38.44179822887380,1805.01,236.40072939550600,160.9,24.70288189484680,1.2886E-05,6.01999177988134E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509320313290
351,0.0,0.0,0.0,18.0,20.0,35.0,21.0,6.0,0.0,0.0,0.0,0.0,1473,45.0,1273,2.0,383.0,725.4,53.0,7.914630720669600,-0.09823840374207450,-0.02306945307296900,-0.16940139793430900,0.023279372437445300,8.770603754202030,-0.0028688750710324500,1.5088,1.033535684641680,-0.012425520036036000,-22.928309583263200,0.05137098711062890,0.1371150000000000,7.77,2.5572,4.0083,85.3932,0.17398950083407800,6.5350460000000000,-0.014268855150043100,55.79023195,2.6496911204240200,1.3865,0.025506488091794700,61.07,3.0671345743157900,3.6278E-07,6.19399578516474E-07,72.94,38.44179822887380,1805.01,236.40072939550600,160.9,24.70288189484680,1.2886E-05,6.01999177988134E-06,1946.0,3892.0,https://www.sciencedirect.com/science/article/pii/S0921509320313290
352,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,80.0,1148,0.08333,427.0,703.0,46.5,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,70.66384000000000,5.8884177872,https://www.sciencedirect.com/science/article/pii/S0921509320306651
353,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,80.0,1273,0.125,258.0,612.0,51.5,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,121.625,15.203125,https://www.sciencedirect.com/science/article/pii/S0921509320306651
354,0.0,0.0,0.0,16.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,973,1.0,1050.0,1150.0,25.0,8.149685395040370,-0.04481414817001110,0.026367438297375800,-0.13016460592050700,0.01457098790129040,7.676996475666540,0.012749042205538400,0.6720000000000000,1.0240674463329700,-0.00849618893105009,-40.0171510103523,0.031238513764908600,0.07904399999999990,8.1,2.0496,4.2974,85.0068,0.1650232771754880,5.970552000000000,-0.012093728457527000,56.52621790000000,3.08390429424956,1.3790000000000000,0.031300634653784900,61.62,3.0953321439033100,8.752E-08,3.19086534056541E-08,90.64,11.772620549163800,1851.98,183.2908263580780,172.6,9.079230828238280,1.12E-05,3.55649387018292E-06,673.0,673.0,https://www.sciencedirect.com/science/article/pii/S0921509320304524
355,0.0,0.0,0.0,16.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,1023,1.0,700.0,880.0,40.0,8.149685395040370,-0.04481414817001110,0.026367438297375800,-0.13016460592050700,0.01457098790129040,7.676996475666540,0.012749042205538400,0.6720000000000000,1.0240674463329700,-0.00849618893105009,-40.0171510103523,0.031238513764908600,0.07904399999999990,8.1,2.0496,4.2974,85.0068,0.1650232771754880,5.970552000000000,-0.012093728457527000,56.52621790000000,3.08390429424956,1.3790000000000000,0.031300634653784900,61.62,3.0953321439033100,8.752E-08,3.19086534056541E-08,90.64,11.772620549163800,1851.98,183.2908263580780,172.6,9.079230828238280,1.12E-05,3.55649387018292E-06,723.0,723.0,https://www.sciencedirect.com/science/article/pii/S0921509320304524
356,0.0,0.0,0.0,16.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,1073,1.0,600.0,840.0,45.0,8.149685395040370,-0.04481414817001110,0.026367438297375800,-0.13016460592050700,0.01457098790129040,7.676996475666540,0.012749042205538400,0.6720000000000000,1.0240674463329700,-0.00849618893105009,-40.0171510103523,0.031238513764908600,0.07904399999999990,8.1,2.0496,4.2974,85.0068,0.1650232771754880,5.970552000000000,-0.012093728457527000,56.52621790000000,3.08390429424956,1.3790000000000000,0.031300634653784900,61.62,3.0953321439033100,8.752E-08,3.19086534056541E-08,90.64,11.772620549163800,1851.98,183.2908263580780,172.6,9.079230828238280,1.12E-05,3.55649387018292E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S0921509320304524
